"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","query_name"
"query_1",TRUE,0.00114513388359507,4249,80,33,0.4125,0.0077665333019534,"GO:0005576","GO:CC","extracellular region",22155,194,"GO:0110165","HDA,HDA,HDA,HDA TAS IEA,IDA TAS NAS IEA,HDA IBA TAS IEA,HDA,HDA,IEA,HDA,HDA TAS,HDA,IBA TAS IEA,HDA,IDA IEP HDA ISS IBA TAS IEA,HDA,IBA,HDA IBA TAS IEA,HDA,IEA,TAS,IDA IBA TAS NAS IC IEA,IDA HDA IEA,HDA IEA,HDA TAS IEA,HDA IBA TAS NAS IEA,HDA,HDA IBA TAS NAS IEA,HDA,IDA HDA IBA TAS IEA,IEA,HDA,HDA","COBLL1,TUBB2A,QPRT,MFGE8,TNFRSF11B,COL6A3,GALM,SQSTM1,FGFBP2,LAMTOR1,SPTAN1,EHD2,FST,LCP1,APOE,PPP2R1B,COLEC12,DCN,CRABP2,PAPLN,NOTCH3,IGFBP3,AQP1,FBP1,FABP5,CFH,ALDH1L1,SPARC,CD248,ANGPT1,FNDC1,SCARB1,P2RX4","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.00331625431521593,4032,80,31,0.3875,0.00768849206349206,"GO:0031982","GO:CC","vesicle",22155,1199,"GO:0043227","HDA,HDA,HDA,IEA,IDA IEA,HDA IEA,HDA,HDA,HDA IEA,HDA ISS TAS NAS IEA,HDA TAS,IDA HDA IBA TAS IEA,HDA,IDA HDA IBA TAS IEA,HDA,ISS IEA,TAS,TAS,HDA,IEA,IDA HDA IEA,HDA,HDA TAS,HDA,HDA,IDA TAS,HDA,HDA,HDA TAS,HDA,TAS","COBLL1,TUBB2A,QPRT,MMD,WFS1,MFGE8,COL6A3,GALM,SQSTM1,LAMTOR1,SPTAN1,EHD2,LCP1,APOE,PPP2R1B,CYB561A3,FZD4,COLEC12,CRABP2,ARHGAP21,AQP1,FBP1,FABP5,CFH,ALDH1L1,SPARC,CD248,ANGPT1,SCARB1,P2RX4,JAK2","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.00879854503521064,12601,80,63,0.7875,0.00499960320609475,"GO:0005737","GO:CC","cytoplasm",22155,304,"GO:0005622;GO:0110165","IDA TAS IEA,IEA,IBA IEA,ISS TAS IEA,IDA TAS IEA,IEA,IEA,IBA TAS,IDA IBA TAS IEA,IDA IEA,IDA IBA IEA,IDA HTP IBA TAS IC IEA,IDA IBA TAS NAS IEA,IDA ISS IBA TAS NAS IEA,TAS IEA,ISS IEA,IEA,TAS,IEA,IDA IBA TAS IC IEA,IDA TAS IEA,TAS IEA,IDA IPI ISS IBA TAS NAS IEA,IDA IEA,IDA IBA TAS IEA,IBA TAS IEA,IDA ISS IBA TAS IEA,IDA,IEA,IDA IBA TAS IEA,IDA IBA NAS IEA,IDA TAS NAS IEA,IBA,HDA ISS IBA IEA,TAS,IDA IBA IEA,TAS,TAS,IDA ISS IBA TAS IEA,IDA IBA TAS IEA,TAS,IDA IBA TAS IEA,IDA IPI HDA IBA TAS NAS IEA,IDA TAS IEA,IDA IBA IEA,TAS IEA,TAS,TAS,IDA,IDA IEA,IDA HTP IBA IEA,IDA ISS IBA IEA,IDA,IDA ISS IBA TAS,IDA IBA TAS IEA,IDA HTP TAS IEA,IDA TAS,IEA,IDA IBA IEA,IDA HDA TAS IEA,IDA HDA IEA,IDA IBA TAS IEA,IDA IEA","MAP3K5,LIMCH1,TUBB2A,CIDEA,TNIP1,ARL6IP5,AKIRIN2,QPRT,ALDH3A2,MMD,PALLD,PTPN11,DHDDS,WFS1,MFGE8,MAST3,TNMD,COL6A3,GALM,SQSTM1,TRIM8,LONRF1,LAMTOR1,MEX3B,SRXN1,SPTAN1,EHD2,MRAS,FST,SAV1,LCP1,APOE,PPP2R1B,CYB561A3,FZD4,RBPMS2,COLEC12,DCN,UCHL1,CRABP2,ITPK1,CCND2,RPL21,ARHGAP21,DENND2D,NOTCH3,IGFBP3,SDC2,BAMBI,ORC4,MGME1,STMN3,AQP1,FBP1,FABP5,ALDH1L1,SPARC,CD248,TRIM6,SCARB1,P2RX4,JAK2,CLMP","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.0221568022340451,289,80,7,0.0875,0.0242214532871972,"GO:0045121","GO:CC","membrane raft",22155,2092,"GO:0098857","ISS IEA,IDA IEA,IDA,IEA,IDA,IBA TAS IEA,ISS IEA","LAMTOR1,EHD2,PPP2R1B,AQP1,ANGPT1,SCARB1,JAK2","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.0231308679702767,291,80,7,0.0875,0.0240549828178694,"GO:0098857","GO:CC","membrane microdomain",22155,3217,"GO:0016020","ISS IEA,IDA IEA,IDA,IEA,IDA,IBA TAS IEA,ISS IEA","LAMTOR1,EHD2,PPP2R1B,AQP1,ANGPT1,SCARB1,JAK2","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.000127943624664664,15082,80,77,0.9625,0.00510542368386156,"GO:0005515","GO:MF","protein binding",20208,1455,"GO:0005488","IDA IPI IEA,IPI,IDA IPI IBA IEA,IPI HDA IEA,IPI,ISS IEA,IDA IPI IBA,IPI,IPI,IPI,IPI,IPI,IPI,IPI IBA TAS IEA,IPI ISS IBA IEA,IPI,IDA IPI IEA,IEA,IPI IEA,IPI IEA,IPI,IPI,IPI,IEA,IDA IPI ISS IBA TAS IEA,IPI,IPI IEA,IPI IBA IEA,IPI,IPI,IPI,IPI HDA IBA TAS IEA,IPI IEA,IPI,IPI IEA,IPI IEA,IPI IMP ISS IBA NAS IEA,IDA IPI NAS IEA,IPI IEA,IPI,IDA IPI IBA TAS IEA,IPI IEA,IPI,IPI IEA,IPI,IDA IPI IEA,IDA IPI,IPI,IPI,IPI,IPI,IPI,IPI IEA,IPI,IPI HDA IEA,IPI IBA NAS IEA,IPI,IPI IBA TAS,IPI,IPI,IPI,IPI ISS IBA IEA,IPI IEA,IPI IMP,IDA IPI,IDA IPI IBA,IPI,IPI IEA,IPI IBA,IPI IBA IEA,IPI,IPI IBA IEA,IEA,IPI IEA,IPI ISS,IDA IPI ISS IBA IEA,IPI","MAP3K5,TMEM170B,LIMCH1,COBLL1,TUBB2A,CIDEA,TNIP1,ARL6IP5,AKIRIN2,QPRT,ALDH3A2,AGTR1,MMD,PALLD,PTPN11,DHDDS,WFS1,MFGE8,MAST3,TNFRSF11B,HNRNPH3,TNMD,TM4SF1,COL6A3,SQSTM1,TRIM8,LONRF1,FGFBP2,LAMTOR1,MEX3B,SRXN1,SPTAN1,EHD2,MRAS,FST,SAV1,LCP1,APOE,PPP2R1B,CYB561A3,FZD4,RBPMS2,COLEC12,DCN,SLF2,UCHL1,CRABP2,ITPK1,VGLL3,CCND2,RPL21,HLF,ARHGAP21,DENND2D,NOTCH3,IGFBP3,SDC2,BAMBI,KLF15,ORC4,MGME1,STMN3,AQP1,FBP1,FABP5,CFH,ALDH1L1,SPARC,CD248,TRIM6,TMEM252,ANGPT1,FNDC1,SCARB1,P2RX4,JAK2,CLMP","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.00114763129815572,2179,80,24,0.3,0.0110142267094998,"GO:0042802","GO:MF","identical protein binding",20208,5080,"GO:0005515","IDA IPI,ISS IEA,IPI,IPI,IPI,IPI,IPI IEA,IPI,IEA,IPI,IEA,IDA IPI,IPI,IPI IEA,IPI,IPI,IPI,IPI,IDA,IPI,IPI,IPI,IPI,IPI","MAP3K5,CIDEA,TNIP1,AKIRIN2,QPRT,ALDH3A2,SQSTM1,TRIM8,EHD2,SAV1,LCP1,APOE,FZD4,RBPMS2,NOTCH3,SDC2,AQP1,FBP1,FABP5,CFH,TRIM6,ANGPT1,P2RX4,JAK2","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.0251105993205008,18,80,3,0.0375,0.166666666666667,"GO:0043395","GO:MF","heparan sulfate proteoglycan binding",20208,5186,"GO:0043394","IEA,IDA IEA,IDA","FST,APOE,CFH","relaxed_no_i2_abs0.1_all_significant"
"query_1",TRUE,0.0102903796051376,190,29,5,0.172413793103448,0.0263157894736842,"GO:0033002","GO:BP","muscle cell proliferation",20972,7457,"GO:0008283","IEA,IEA,ISS IEA,IDA,IEA","MAP3K5,SAV1,APOE,IGFBP3,JAK2","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0319567705497541,37,29,3,0.103448275862069,0.0810810810810811,"GO:0045429","GO:BP","positive regulation of nitric oxide biosynthetic process",20972,10604,"GO:0006809;GO:0009891;GO:0045428","IDA,NAS,IEA","APOE,P2RX4,JAK2","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0350327836727487,117,29,4,0.137931034482759,0.0341880341880342,"GO:0015908","GO:BP","fatty acid transport",20972,4765,"GO:0006869;GO:0015718","IDA,IBA,IMP IBA,NAS","APOE,CRABP2,FABP5,P2RX4","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0424190404108894,433,29,6,0.206896551724138,0.0138568129330254,"GO:0006869","GO:BP","lipid transport",20972,2401,"GO:0006810;GO:0010876","IEA,NAS,IDA IGI ISS IBA IEA,IBA,IMP IBA IEA,NAS","CIDEA,AGTR1,APOE,CRABP2,FABP5,P2RX4","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0454474495307424,125,29,4,0.137931034482759,0.032,"GO:0048660","GO:BP","regulation of smooth muscle cell proliferation",20972,12069,"GO:0042127;GO:0048659","IEA,ISS IEA,IDA,IEA","MAP3K5,APOE,IGFBP3,JAK2","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0492843067760924,6,29,2,0.0689655172413793,0.333333333333333,"GO:1990379","GO:BP","lipid transport across blood-brain barrier",20972,23298,"GO:0006869;GO:0150104","IDA,IMP","APOE,FABP5","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0498843048658799,128,29,4,0.137931034482759,0.03125,"GO:0048659","GO:BP","smooth muscle cell proliferation",20972,12068,"GO:0033002","IEA,ISS IEA,IDA,IEA","MAP3K5,APOE,IGFBP3,JAK2","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0293084083246643,4249,33,16,0.484848484848485,0.00376559190397741,"GO:0005576","GO:CC","extracellular region",22155,194,"GO:0110165","HDA IBA TAS IEA,HDA,IEA,IBA TAS IEA,HDA,IDA IEP HDA ISS IBA TAS IEA,IBA,HDA IBA TAS IEA,HDA,IEA,IDA IBA TAS NAS IC IEA,HDA IEA,HDA TAS IEA,HDA,IEA,HDA","COL6A3,GALM,FGFBP2,FST,LCP1,APOE,COLEC12,DCN,CRABP2,PAPLN,IGFBP3,FBP1,FABP5,ALDH1L1,FNDC1,P2RX4","relaxed_no_i2_abs0.1_upregulated"
"query_1",TRUE,0.0126691972485689,57,46,4,0.0869565217391304,0.0701754385964912,"GO:0060986","GO:BP","endocrine hormone secretion",20972,14061,"GO:0046879;GO:0050886","IEA,ISS,IEA,IEA","PTPN11,HCAR2,FZD4,AQP1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.00781599453337134,289,47,6,0.127659574468085,0.0207612456747405,"GO:0045121","GO:CC","membrane raft",22155,2092,"GO:0098857","ISS IEA,IDA IEA,IDA,IEA,IDA,IBA TAS IEA","LAMTOR1,EHD2,PPP2R1B,AQP1,ANGPT1,SCARB1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.00812327351245633,291,47,6,0.127659574468085,0.0206185567010309,"GO:0098857","GO:CC","membrane microdomain",22155,3217,"GO:0016020","ISS IEA,IDA IEA,IDA,IEA,IDA,IBA TAS IEA","LAMTOR1,EHD2,PPP2R1B,AQP1,ANGPT1,SCARB1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.0196564792402542,2111,47,14,0.297872340425532,0.00663192799621033,"GO:0070062","GO:CC","extracellular exosome",22155,2352,"GO:0005615;GO:1903561","HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA IEA,HDA,HDA,HDA,HDA","COBLL1,TUBB2A,QPRT,MFGE8,SQSTM1,LAMTOR1,SPTAN1,EHD2,PPP2R1B,AQP1,CFH,CD248,ANGPT1,SCARB1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.022658437914828,4032,47,20,0.425531914893617,0.00496031746031746,"GO:0031982","GO:CC","vesicle",22155,1199,"GO:0043227","HDA,HDA,HDA,IEA,IDA IEA,HDA IEA,HDA IEA,HDA ISS TAS NAS IEA,HDA TAS,IDA HDA IBA TAS IEA,HDA,ISS IEA,TAS,IEA,IDA HDA IEA,HDA,IDA TAS,HDA,HDA,HDA TAS","COBLL1,TUBB2A,QPRT,MMD,WFS1,MFGE8,SQSTM1,LAMTOR1,SPTAN1,EHD2,PPP2R1B,CYB561A3,FZD4,ARHGAP21,AQP1,CFH,SPARC,CD248,ANGPT1,SCARB1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.0229097394856216,2141,47,14,0.297872340425532,0.00653900046707146,"GO:1903561","GO:CC","extracellular vesicle",22155,3698,"GO:0031982;GO:0065010","HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA IEA,HDA,HDA,HDA,HDA","COBLL1,TUBB2A,QPRT,MFGE8,SQSTM1,LAMTOR1,SPTAN1,EHD2,PPP2R1B,AQP1,CFH,CD248,ANGPT1,SCARB1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.0230258716463938,2142,47,14,0.297872340425532,0.0065359477124183,"GO:0043230","GO:CC","extracellular organelle",22155,1844,"GO:0005576;GO:0043226","HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA IEA,HDA,HDA,HDA,HDA","COBLL1,TUBB2A,QPRT,MFGE8,SQSTM1,LAMTOR1,SPTAN1,EHD2,PPP2R1B,AQP1,CFH,CD248,ANGPT1,SCARB1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.0230258716463938,2142,47,14,0.297872340425532,0.0065359477124183,"GO:0065010","GO:CC","extracellular membrane-bounded organelle",22155,2332,"GO:0043227;GO:0043230","HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA IEA,HDA,HDA,HDA,HDA","COBLL1,TUBB2A,QPRT,MFGE8,SQSTM1,LAMTOR1,SPTAN1,EHD2,PPP2R1B,AQP1,CFH,CD248,ANGPT1,SCARB1","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.0334832814969741,12601,47,39,0.829787234042553,0.0030949924609158,"GO:0005737","GO:CC","cytoplasm",22155,304,"GO:0005622;GO:0110165","IEA,IBA IEA,IDA TAS IEA,IEA,IEA,IBA TAS,IDA IBA TAS IEA,IDA IEA,IDA IBA IEA,IDA HTP IBA TAS IC IEA,IDA IBA TAS NAS IEA,IDA ISS IBA TAS NAS IEA,TAS IEA,ISS IEA,IEA,IDA IBA TAS IC IEA,IDA TAS IEA,IDA IPI ISS IBA TAS NAS IEA,IDA IEA,IDA IBA TAS IEA,IBA TAS IEA,IDA ISS IBA TAS IEA,IDA,IBA,HDA ISS IBA IEA,TAS,IDA IBA IEA,IDA ISS IBA TAS IEA,TAS,IDA IBA TAS IEA,IDA TAS IEA,TAS IEA,IDA,IDA,IDA TAS,IEA,IDA IBA IEA,IDA HDA TAS IEA,IDA IEA","LIMCH1,TUBB2A,TNIP1,ARL6IP5,AKIRIN2,QPRT,ALDH3A2,MMD,PALLD,PTPN11,DHDDS,WFS1,MFGE8,MAST3,TNMD,SQSTM1,TRIM8,LAMTOR1,MEX3B,SRXN1,SPTAN1,EHD2,MRAS,PPP2R1B,CYB561A3,FZD4,RBPMS2,UCHL1,ITPK1,CCND2,ARHGAP21,NOTCH3,BAMBI,AQP1,SPARC,CD248,TRIM6,SCARB1,CLMP","relaxed_no_i2_abs0.1_downregulated"
"query_1",TRUE,0.00803057390686158,15082,47,46,0.978723404255319,0.00304999336957963,"GO:0005515","GO:MF","protein binding",20208,1455,"GO:0005488","IPI,IDA IPI IBA IEA,IPI HDA IEA,IPI,IDA IPI IBA,IPI,IPI,IPI,IPI,IPI,IPI IBA TAS IEA,IPI ISS IBA IEA,IPI,IDA IPI IEA,IEA,IPI IEA,IPI IEA,IPI,IPI,IDA IPI ISS IBA TAS IEA,IPI,IPI,IPI,IPI,IPI HDA IBA TAS IEA,IPI IEA,IPI,IPI IEA,IPI,IDA IPI IBA TAS IEA,IPI IEA,IDA IPI IEA,IPI,IPI,IPI,IPI IEA,IPI HDA IEA,IPI IBA TAS,IPI IEA,IDA IPI IBA,IPI IEA,IPI IBA,IPI IBA IEA,IPI IBA IEA,IPI IEA,IPI","TMEM170B,LIMCH1,COBLL1,TUBB2A,TNIP1,ARL6IP5,AKIRIN2,QPRT,ALDH3A2,MMD,PALLD,PTPN11,DHDDS,WFS1,MFGE8,MAST3,TNFRSF11B,TNMD,TM4SF1,SQSTM1,TRIM8,LAMTOR1,MEX3B,SRXN1,SPTAN1,EHD2,MRAS,PPP2R1B,CYB561A3,FZD4,RBPMS2,UCHL1,ITPK1,VGLL3,CCND2,ARHGAP21,NOTCH3,BAMBI,AQP1,CFH,SPARC,CD248,TRIM6,ANGPT1,SCARB1,CLMP","relaxed_no_i2_abs0.1_downregulated"
